id,createdUTC,text,stance,children,imgId
34,1600179368,"TIL a doctor in China used CRISPR to edit the genes of twin girls to be more resistant to HIV, creating the first genetically engineered ""designer babies."" The Chinese government sentenced him to to 3 years in prison for illegal medical practice.",none,"['34-1', '34-5', '34-12', '34-137', '34-160', '34-177', '34-182', '34-186', '34-232', '34-242', '34-287', '34-308', '34-332', '34-342', '34-369', '34-388']",34
42,1619250927,"Bill Gates warns that nobody is paying attention to gene editing, a new technology that could make inequality even worse: the most important public debate we haven't been having widely enough.",against,"['42-1', '42-44', '42-113', '42-137', '42-139', '42-190', '42-262']",42
52,1651695773,"Highly religious Americans more skeptical of human enhancements such as brain implants, gene editing",none,"['52-6', '52-8', '52-9', '52-11', '52-28', '52-157', '52-186', '52-211', '52-228', '52-229', '52-246', '52-262', '52-316']",52
54,1645096405,First ever gene-edited ticks using CRISPR offer new weapons against Lyme disease,favor,"['54-43', '54-81', '54-105', '54-124']",54
60,1593129350,CRISPR gene editing in human embryos wreaks chromosomal mayhem - Three studies showing large DNA deletions and reshuffling heighten safety concerns about heritable genome editing.,against,"['60-1', '60-8', '60-72', '60-183']",60
67,1642375842,A gene-edited pig’s heart has been transplanted into a human for the first time,none,['67-3'],67
68,1483956127,"Designer babies: an ethical horror waiting to happen? ""In the next 40-50 years, he says, “we’ll start seeing the use of gene editing and reproductive technologies for enhancement: blond hair and blue eyes, improved athletic abilities, enhanced reading skills or numeracy, and so on.”""",against,"['68-3', '68-15', '68-22', '68-31', '68-65', '68-66', '68-70', '68-144', '68-197', '68-221', '68-228', '68-254', '68-291', '68-306', '68-342', '68-354', '68-355', '68-408', '68-409']",68
74,1742230407,"Israeli researchers use gene editing to eliminate 50% of head, neck tumors in mice",favor,['74-5'],74
77,1745323040,Thoughts on Jiankui He? How should socialists approach the question of gene-editing and life-extension? What's his reputation like in China?,none,"['77-2', '77-9', '77-13', '77-47', '77-98']",77
79,1646538538,Scientists call for China to protect world’s first gene-edited babies,none,['79-65'],79
81,1577705155,Chinese scientists jailed over 'world's first gene-edited babies.',none,"['81-11', '81-24', '81-45', '81-51', '81-107', '81-182', '81-194', '81-203', '81-205', '81-211']",81
86,1567328631,"Scientists used CRISPR to create albino lizards - the first-ever gene-edited reptiles. Since people with albinism often have vision problems, the researchers hope the reptiles will help scientists better understand how the condition affects eye development.",none,['86-81'],86
88,1625620466,Edinburgh University develops gene-edited pigs resistant to disease,none,['88-82'],88
94,1491523468,"Octopuses can basically edit their own genes on the fly. According to a study, these creatures have an uncanny ability to manipulate the instructions found within their DNA. An unprecedented panache for RNA editing may explain why cephalopods are so bright and adaptable.",favor,"['94-23', '94-29']",94
101,1539005501,Japan poised to permit gene editing in human embryos by 2019 | Genetic Literacy Project,favor,"['101-1', '101-51']",101
103,1620647803,Experiment Uses CRISPR To Edit Genes While They Are Still Inside A Person's Body. This experiment marks the first time scientists are using CRISPR to edit DNA when it's still inside patients' bodies.,none,"['103-14', '103-84']",103
106,1477476268,New gene-editing technology successfully cures a genetic blood disorder in mice,favor,"['106-1', '106-2', '106-21', '106-26', '106-50', '106-53', '106-69', '106-74']",106
108,1708740942,"FDA approves cure for sickle cell disease, the first treatment to use gene-editing tool CRISPR The groundbreaking approval has been eagerly anticipated by patients and doctors alike. The treatment is priced at $2.2 million per person.",favor,['108-35'],108
109,1638545554,Gene edited sex selection may spare animal suffering: Scientists have used gene editing technology to create female-only and male-only litters of mice.,favor,"['109-7', '109-58']",109
110,1586209234,Scientists have created a method for editing baby genes right in the womb,none,[],110
152,1540989038,"Oh no... I hope you’re all out of CRSP. 96% of test subjects had natural immunity to CRISPR gene editing in latest studies, confirming the preliminary conclusions from January that sent the stock down.",against,[],152
163,1624722351,CRISPR injected into the blood treats a genetic disease for first time,favor,"['163-4', '163-5', '163-6', '163-24', '163-41', '163-58', '163-59', '163-69', '163-77', '163-130', '163-137', '163-200', '163-218', '163-297', '163-352', '163-367', '163-372', '163-384']",163
166,1550792096,China’s CRISPR twins might have had their brains inadvertently enhanced,none,"['166-1', '166-3', '166-6', '166-12', '166-22', '166-103', '166-126', '166-135', '166-138', '166-162', '166-186', '166-340']",166
174,1684221069,Still waiting for CRISPR to move us from Cyberpunk to Shadowrun,none,"['174-61', '174-88', '174-106', '174-112', '174-116', '174-128', '174-154', '174-157', '174-162', '174-182', '174-199', '174-209']",174
191,1519555354,"Fragile X syndrome is the most frequent cause of intellectual disability in males. For the first time, researchers have restored activity to the fragile X syndrome gene in affected neurons using a modified CRISPR/Cas9 system in a human/mouse chimeric model published in journal Cell.",favor,"['191-8', '191-71', '191-105', '191-109', '191-131', '191-141', '191-147', '191-165', '191-190', '191-203', '191-300']",191
199,1529882513,CRISPR is on the cusp of moving from the lab to patients: “genetic surgery” offers new hope to those suffering from debilitating disorders.,favor,"['199-5', '199-12', '199-14', '199-16', '199-23', '199-39', '199-62', '199-208', '199-311']",199
209,1558097438,Biohacker who attempted CRISPR on himself under investigation for “unlicensed practice of medicine”,against,"['209-5', '209-8', '209-29', '209-43', '209-97', '209-113', '209-228', '209-244', '209-276', '209-292', '209-301', '209-328']",209
218,1655716931,America’s first CRISPR trial is still nearly 100% effective 3 years on.,favor,"['218-4', '218-7', '218-17', '218-66', '218-81', '218-122', '218-123', '218-135', '218-153', '218-157', '218-158']",218
221,1547288313,"CRISPR now being used to develop better antibiotics: Scientists engineered a defanged form of CRISPR, CRISPRi, that is unable to cut DNA, but sits on the DNA to block proteins from turning on genes. The bacteria becomes much more sensitive to drugs, making it easier to screen for new antibiotics.",favor,"['221-11', '221-41', '221-52', '221-60', '221-78', '221-90']",221
227,1562158077,"A third CRISPR baby may have already been born in China - Another genetically edited baby is due, but the world may never learn of its birth if the Chinese government decides to keep it a secret.",against,"['227-1', '227-66', '227-73', '227-89', '227-115', '227-122', '227-133', '227-205', '227-206', '227-210', '227-219', '227-233', '227-300']",227
238,1564322599,First Human CRISPR Trial in the US Aims to Cure Inherited Blindness,favor,"['238-7', '238-11', '238-23', '238-33', '238-51', '238-60', '238-69', '238-109', '238-116', '238-117']",238
261,1543877557,"The Infamous CRISPR Baby Scientist Is Missing - He Jiankui stunned the world with his announcement. Now, nobody knows where he is.",none,"['261-4', '261-11', '261-13', '261-14', '261-16', '261-22', '261-37', '261-39', '261-52', '261-55', '261-60', '261-65', '261-67', '261-68', '261-73', '261-75', '261-90', '261-95', '261-106', '261-114', '261-121', '261-126', '261-129', '261-134', '261-135', '261-146', '261-151', '261-171', '261-174', '261-182']",261
262,1747084542,All this needs is a vial of genetic encouragement,none,"['262-35', '262-74', '262-125']",262
263,1706523176,„Neue Ära in der Medizin“: Das erste Crispr-Medikament kommt auf den Markt,favor,"['263-9', '263-11', '263-97']",263
267,1715532413,British baby girl becomes world’s first to regain hearing with gene therapy,favor,"['267-8', '267-17', '267-24', '267-28', '267-30', '267-34', '267-47', '267-53', '267-60', '267-70', '267-75', '267-78', '267-89', '267-90', '267-102', '267-107', '267-116', '267-120', '267-138', '267-143', '267-151', '267-154', '267-182', '267-183', '267-213', '267-214', '267-225', '267-231', '267-253', '267-268', '267-297', '267-352']",267
276,1454773125,The billion-dollar CRISPR patent battle: A case of big money shaping science,none,"['276-11', '276-15', '276-17', '276-28', '276-30', '276-32', '276-35', '276-41', '276-42', '276-44', '276-51', '276-52', '276-56', '276-57', '276-61', '276-76', '276-83', '276-87', '276-88', '276-93', '276-102', '276-103', '276-104', '276-108', '276-114', '276-115', '276-116', '276-117', '276-121']",276
279,1701180319,The CRISPR Era Is Here,favor,"['279-6', '279-7', '279-10', '279-14', '279-21', '279-22', '279-33', '279-39', '279-45', '279-56', '279-60', '279-62', '279-68', '279-69', '279-78', '279-84', '279-85', '279-88', '279-92', '279-97']",279
284,1730308075,A fruit fly genetically engineered to have eyes on its legs.,none,"['284-14', '284-21', '284-48', '284-56', '284-89', '284-119', '284-198', '284-207', '284-213', '284-214', '284-225', '284-255', '284-264', '284-315', '284-317', '284-335', '284-340', '284-341', '284-349', '284-350', '284-362', '284-368']",284
291,1732028161,"In Time (2011), a movie set in 2169, where people are genetically engineered to stop aging on their 25th birthdays. I just found Leonardo DiCaprio's favorite movie.",none,"['291-1', '291-42', '291-50', '291-80', '291-91', '291-92']",291
293,1727312589,"TIL of ray cat, a proposed kind of cat that would be genetically engineered to glow in the presence of nuclear radiation to act as a long-term nuclear warning. This is done by inventing traditions of folklore which spread the idea that people should flee when a cat changes color",none,"['293-6', '293-8', '293-9', '293-11', '293-23', '293-27', '293-29', '293-32', '293-39', '293-45', '293-55', '293-66', '293-73', '293-75', '293-77', '293-85', '293-86', '293-97', '293-100', '293-115', '293-120', '293-125', '293-134', '293-136', '293-157']",293
302,1605393205,TIL In 1981 a group of scientists met to discuss ways of making future humans aware of nuclear waste disposal sites. One idea was genetically engineering cats to change color in the presence of radiation and introducing a cultural idea to run away when you see a cat change color.,none,"['302-3', '302-4', '302-6', '302-14', '302-20', '302-24', '302-37', '302-38', '302-39', '302-48', '302-57', '302-62', '302-71', '302-74', '302-77', '302-101', '302-104', '302-108', '302-110', '302-121', '302-130', '302-143', '302-145', '302-153', '302-160', '302-173', '302-180', '302-188', '302-195', '302-215', '302-218', '302-219', '302-233', '302-255', '302-256', '302-265', '302-271', '302-289', '302-294', '302-309', '302-311', '302-312', '302-337', '302-339', '302-341', '302-343', '302-345', '302-352', '302-354', '302-356', '302-357', '302-358', '302-360', '302-365', '302-373', '302-409', '302-441', '302-466', '302-473']",302
307,1485427623,"Two Infants Treated with Universal Immune Cells Have Their Cancer Vanish - In a medical first, the children were treated with genetically engineered T-cells from another person.",favor,"['307-12', '307-21', '307-22', '307-28', '307-43', '307-45', '307-46', '307-50', '307-53', '307-63', '307-66', '307-71', '307-73', '307-89', '307-93', '307-97', '307-110', '307-111', '307-135', '307-139', '307-141', '307-160', '307-162', '307-164', '307-170', '307-171', '307-172', '307-182', '307-191', '307-198', '307-200', '307-216', '307-218', '307-219', '307-221', '307-228', '307-233', '307-234', '307-254', '307-255', '307-257', '307-259', '307-275', '307-288', '307-297', '307-300', '307-302', '307-307', '307-309', '307-310']",307
310,1710378918,"The Foundation says ""NO"" to genetically engineering catgirls",favor,"['310-2', '310-31', '310-100', '310-111', '310-134', '310-155', '310-168', '310-169', '310-182', '310-193', '310-200', '310-206', '310-221']",310
321,1635380989,"Genetically engineered bacteria could heal us from inside our cells. Billions of years ago, bacteria began living inside other cells and carrying out essential functions. Genetic engineering could create new types of these ‘endosymbionts’",favor,"['321-4', '321-9', '321-68', '321-72', '321-84', '321-89']",321
322,1408533039,Genetically engineered pig hearts survived more than a year in baboon hosts,none,"['322-3', '322-5', '322-10', '322-12', '322-14', '322-39', '322-44', '322-54', '322-56', '322-57', '322-77', '322-114', '322-115', '322-118', '322-122', '322-128', '322-131', '322-132', '322-133', '322-138', '322-149', '322-188', '322-191', '322-195', '322-201', '322-207', '322-210', '322-238', '322-248', '322-259', '322-275', '322-285', '322-314', '322-316', '322-318', '322-337', '322-341']",322
327,1683378086,Could Genetically Modified Houseplants Clean the Air in Your Home? A Parisian start-up wants to filter harmful chemicals indoors with engineered pothos plants.,favor,"['327-8', '327-22', '327-26', '327-27', '327-114', '327-119']",327
328,1434204496,Elon Musk Won’t Go Into Genetic Engineering Because of “The Hitler Problem”,against,"['328-2', '328-6', '328-8', '328-11', '328-15', '328-17', '328-21', '328-25', '328-27', '328-30', '328-31', '328-34', '328-35', '328-37', '328-43', '328-45', '328-49', '328-51', '328-53', '328-55', '328-58', '328-59', '328-62', '328-65', '328-71', '328-75', '328-78', '328-82', '328-92', '328-94', '328-96', '328-97', '328-98', '328-100', '328-104', '328-107', '328-111', '328-113', '328-114', '328-117', '328-118', '328-119', '328-123', '328-133', '328-136', '328-139', '328-141', '328-145', '328-147', '328-154', '328-162', '328-163', '328-165', '328-169', '328-171', '328-173', '328-176', '328-180', '328-188', '328-191', '328-193', '328-200', '328-204', '328-206', '328-209', '328-210', '328-212', '328-213', '328-214', '328-217', '328-221', '328-222', '328-225', '328-227', '328-229', '328-231', '328-235', '328-237', '328-241', '328-274', '328-278', '328-280', '328-283', '328-285', '328-287', '328-293', '328-294', '328-299', '328-302', '328-315', '328-317', '328-318', '328-331', '328-335', '328-341', '328-346', '328-350', '328-351', '328-357', '328-360', '328-363', '328-364', '328-375', '328-380', '328-382', '328-383', '328-384', '328-391', '328-395', '328-402', '328-404', '328-414', '328-415', '328-416', '328-419']",328
342,1708459829,"In Judo Move, Scientists Use Cancer’s Strength to Fight Against It: A genetic mutation that makes cancer cells hardy can be engineered into T cells, giving them superhuman strength",favor,"['342-6', '342-8', '342-10', '342-31', '342-38', '342-51', '342-54', '342-56', '342-62', '342-64', '342-67', '342-69', '342-77', '342-80', '342-82', '342-84', '342-85', '342-95', '342-99']",342
350,1722535588,"First Poster for 'SCARED SHITLESS' - A plumber and his germophobic son are forced to get their hands dirty to save the residents of an apartment building, when a genetically engineered, blood-thirsty creature escapes into the plumbing system",against,[],350
357,1630860605,Researcher implant genetically-engineered cells that release drugs automatically to treat rheumatoid arthritis - living implant has cells that automatically sense flares and release a biologic drug in response,favor,"['357-9', '357-10', '357-15', '357-22', '357-32', '357-34', '357-59']",357
381,1578927777,'Is genetically engineering cat-girls a smart usage of resources?',none,"['381-16', '381-66', '381-171']",381
391,1371820244,"GM Silkworms Bred To Spin Fluorescent: Scientists in Japan have genetically engineered silkworms to create red, green or orange silks that glow under fluorescent lights.",favor,"['391-1', '391-11', '391-13', '391-17', '391-31', '391-46', '391-53', '391-152', '391-158', '391-163', '391-166', '391-178', '391-183', '391-197', '391-215', '391-225']",391
400,1609350418,"TIL Golden rice is a variety of rice produced through genetic engineering to biosynthesize beta-carotene. It is intended to be consumed in areas with a shortage of dietary vitamin A. Vitamin A deficiency each year is estimated to kill 670,000 children under the age of 5",favor,"['400-1', '400-5', '400-16', '400-20', '400-21', '400-30', '400-49', '400-56', '400-62', '400-63', '400-70', '400-71', '400-72', '400-75']",400
416,1635782991,What do you think about upgrading humans with genetic engineering or implants?,none,"['416-3', '416-5', '416-8', '416-14', '416-15', '416-18', '416-49', '416-52', '416-55', '416-70', '416-83', '416-85', '416-87', '416-93', '416-94', '416-98', '416-100', '416-101', '416-102', '416-133', '416-141', '416-145', '416-147', '416-150', '416-164']",416
425,1524989491,"Elephant-mammoth hybrid, genetically engineered without tusks and hardy enough to survive away from Africa or India, could be key to tackling poaching. Dozens of mammoth genes resurrected by scientists who are about to publish first plans to create artificial womb in which to grow their creation.",favor,"['425-1', '425-3', '425-14', '425-15', '425-20', '425-26', '425-29', '425-35', '425-37', '425-44', '425-46', '425-51', '425-60', '425-66', '425-68', '425-71', '425-78', '425-79', '425-95', '425-100', '425-101', '425-102', '425-105', '425-110', '425-128']",425
441,1644540803,"When you don't like the NPC leader that showed up when you formed your Hellenic holy Order of the Thunder God, so you just save-edit his DNA into Zeus.",none,"['441-45', '441-96']",441
628,1602064392,"2020 Nobel Prize in Chemistry is awarded to Emmanuelle Charpentier and Jennifer Doudna ""for the development of a method for genome editing""",none,"['628-4', '628-9', '628-17', '628-19', '628-21', '628-23', '628-30', '628-38', '628-41', '628-49', '628-57', '628-60', '628-61', '628-63', '628-75', '628-83', '628-84', '628-90', '628-103', '628-113', '628-121', '628-126', '628-135', '628-178', '628-193', '628-204', '628-207', '628-216', '628-225', '628-232', '628-252', '628-262', '628-290']",628
638,1719406087,Self proclaimed incels discussing creating a gene-mutated woman who can’t refuse consent,against,"['638-3', '638-5', '638-19', '638-24', '638-26', '638-28', '638-30', '638-44', '638-62', '638-84', '638-97', '638-101', '638-106', '638-114', '638-119', '638-127', '638-128', '638-137', '638-152', '638-156', '638-159', '638-174', '638-196', '638-201', '638-205', '638-210', '638-211', '638-230', '638-233', '638-234', '638-244', '638-256', '638-259', '638-267', '638-301', '638-308', '638-315', '638-335']",638
696,1669251056,"FDA approves most expensive drug ever, a $3.5 million-per-dose gene therapy for hemophilia B",none,"['696-5', '696-14', '696-19', '696-21', '696-42', '696-48', '696-81', '696-88', '696-90', '696-95', '696-115', '696-127', '696-132', '696-135', '696-157', '696-160', '696-161', '696-162', '696-184', '696-185', '696-200', '696-220', '696-226', '696-234', '696-245', '696-247', '696-280', '696-295', '696-298', '696-320', '696-323', '696-327', '696-337', '696-338', '696-344', '696-346', '696-350', '696-353', '696-373', '696-374', '696-379', '696-381', '696-395', '696-401', '696-423', '696-429', '696-432', '696-435', '696-464', '696-472', '696-479']",696
698,1676469812,Girl with deadly inherited condition is cured with gene therapy on NHS,favor,"['698-4', '698-26', '698-27', '698-30', '698-43', '698-46', '698-65', '698-68', '698-69', '698-85', '698-88', '698-89', '698-91', '698-97', '698-99', '698-100', '698-102', '698-113', '698-114', '698-131', '698-137', '698-147', '698-157', '698-162', '698-169', '698-173', '698-181', '698-187', '698-193', '698-194', '698-205', '698-223', '698-233', '698-245', '698-252', '698-261', '698-265', '698-276', '698-284', '698-286', '698-287', '698-300', '698-310', '698-311', '698-330', '698-336', '698-345', '698-354', '698-358']",698
709,1610136520,Scientists in China developed new gene therapy strategy to delay aging,favor,"['709-17', '709-61', '709-67', '709-116', '709-139', '709-196', '709-256']",709
713,1607612326,Gene therapy injection in one eye surprises scientists by improving vision in both,favor,"['713-2', '713-4', '713-6', '713-8', '713-17', '713-19', '713-30', '713-148']",713
716,1529066346,"Rats with spinal cord injuries have regained the use of their paws after being given a groundbreaking gene therapy that helps to mend damaged nerves in the spine, by producing an enzyme called chondroitinase which breaks down scar tissue, as reported in a new study in the journal Brain.",favor,"['716-16', '716-18', '716-49', '716-121', '716-159']",716
724,1615511632,How's that for gene therapy? (Anti-vaxxer shut down),favor,"['724-30', '724-31', '724-33', '724-43', '724-47', '724-49', '724-86', '724-96', '724-97', '724-99', '724-100', '724-103', '724-110', '724-130', '724-132', '724-133', '724-144', '724-149', '724-153', '724-154', '724-172', '724-184', '724-189', '724-190', '724-213', '724-231']",724
740,1669314408,"A novel medication for hemophilia B has just been approved by the Food and Drug Administration. The treatment is a form of gene therapy, intended to replace a dysfunctional gene that leaves people unable to control their bleeding.",favor,"['740-6', '740-15', '740-25', '740-35', '740-44', '740-51', '740-54', '740-68', '740-105', '740-112', '740-123', '740-142']",740
744,1655828901,Almost 70% of UK women have periods issues. MSM say it's due to stress and poor diet. It can't be due to the gene therapy they've received. How long this dystopia will last?,against,"['744-21', '744-69', '744-99', '744-119', '744-184', '744-238', '744-265', '744-299']",744
746,1715652156,Deaf girl is cured in world first gene therapy trial,favor,"['746-2', '746-7', '746-8', '746-15', '746-19', '746-29', '746-31', '746-34', '746-36']",746
748,1616081626,"The COVID vaccine is secretly gene therapy, do your own research!",against,"['748-1', '748-4', '748-16', '748-64', '748-80', '748-84', '748-86', '748-105', '748-108', '748-116', '748-122', '748-131', '748-132']",748
756,1678653842,"My body, my choice except for mRNA gene therapy.",against,"['756-10', '756-17', '756-26', '756-29', '756-62', '756-76', '756-104', '756-106', '756-109', '756-126', '756-128', '756-130', '756-141', '756-145']",756
757,1656092708,"Justin Castreau is horrified because US Supreme Court ended 50 years of federal abortion rights. He truly believes in ""my body, my choice"" and that no one should tell a human being what to do with his body. Except for gene therapies for a virus with 99.99% survival rate.",against,"['757-65', '757-152']",757
780,1642341608,"Joe Rogan: ""It's not a vaccine; it's a gene therapy. That's part of the problem. It's kind of an experimental thing. The experiment is massive now—it's billions and billions of people worldwide. But it's essentially experimental in terms of long-term health consequences.""",against,"['780-1', '780-7', '780-48', '780-55', '780-57', '780-62', '780-93', '780-101', '780-116', '780-123', '780-126', '780-186', '780-226']",780
788,1355075385,Telomerase Gene Therapy Extends Mouse Lifespan by 24%,favor,"['788-7', '788-8', '788-9', '788-11', '788-26', '788-36', '788-42', '788-43', '788-52', '788-53', '788-74', '788-77', '788-79', '788-81', '788-85', '788-87', '788-91', '788-93', '788-104', '788-108', '788-116', '788-128', '788-140', '788-143']",788
789,1420722752,Gene therapy trial to reverse hearing loss.,favor,"['789-8', '789-9', '789-13', '789-14', '789-19', '789-20', '789-40', '789-42', '789-45', '789-49', '789-56', '789-72', '789-82', '789-106']",789
816,1621280241,"Scientists at the University of Zurich have modified a common respiratory virus, called adenovirus, to act like a Trojan horse to deliver genes for cancer therapeutics directly into tumor cells. Unlike chemotherapy or radiotherapy, this approach does no harm to normal healthy cells.",favor,"['816-4', '816-17', '816-19', '816-24', '816-27', '816-56', '816-60', '816-73', '816-80', '816-89', '816-98', '816-128', '816-138', '816-147', '816-151', '816-156', '816-158', '816-165', '816-170', '816-178', '816-199', '816-200', '816-201', '816-205', '816-210', '816-232', '816-235', '816-259']",816
5,1747844641,"A baby’s life was saved by a gene editing treatment made just for him, the first of its kind in medical history.",favor,"['5-32', '5-85', '5-118', '5-154', '5-157', '5-221', '5-243', '5-261', '5-287', '5-304', '5-314', '5-319', '5-386', '5-400', '5-410', '5-436']",5
6,1738918817,"Gene-edited transplanted pig kidney 'functioned immediately' in 62-year-old dialysis patient. The kidney, which had undergone 69 gene edits to reduce the chances of rejection by the man's body, promptly and progressively started cutting his creatine levels (a measure of kidney function).",favor,"['6-20', '6-31', '6-36', '6-49', '6-50', '6-68', '6-83', '6-86']",6
13,1548062468,"China confirms birth of gene-edited babies, blames scientist He Jiankui for breaking rules",against,"['13-3', '13-6', '13-8', '13-12', '13-15', '13-16', '13-18', '13-21', '13-69', '13-82', '13-169', '13-221', '13-251', '13-279', '13-325', '13-332', '13-472']",13
14,1675441915,CRISPR gene editing can treat heart disease and repair damaged tissue after a heart attack,favor,"['14-125', '14-188']",14
15,1717733852,"The pills I take cost 27k dollars a month and over 300k a year , they use gene editing technology called Crispr and I was the third person in Colombia to get them because of my insurance",favor,"['15-16', '15-64', '15-88', '15-95', '15-116', '15-171', '15-194', '15-204', '15-205', '15-226', '15-236']",15
16,1583364136,Doctors use CRISPR gene editing inside a person's body for first time - The tool was used in an attempt to treat a patient's blindness. It may take up to a month to see if it worked.,favor,"['16-1', '16-17', '16-190', '16-204', '16-217', '16-250', '16-251', '16-268', '16-291']",16
17,1703990566,CRISPR Gene Editing Had a Breakthrough Year—and It’s Only Getting Started,favor,"['17-9', '17-11', '17-54', '17-60', '17-63', '17-103', '17-127', '17-128', '17-211', '17-228']",17
19,1742753150,"""It is the UK. People cannot afford to have their inbred genes edited out.""",none,[],19
43,1551350792,‘Gene-edited babies’ is one of the most censored topics on Chinese social media.,none,"['43-5', '43-30', '43-34', '43-71', '43-73', '43-85', '43-94', '43-121', '43-126', '43-151', '43-169', '43-185', '43-214', '43-216', '43-264', '43-314', '43-349', '43-372', '43-385', '43-398', '43-404', '43-407']",43
47,1681757338,"How CRISPR is really changing lives. The gene-editing tool is being tested in people, & the first treatment could be approved this year. There are now more than 50 experimental studies underway that use gene editing in human volunteers to treat everything from cancer to HIV and blood diseases.",favor,"['47-6', '47-106']",47
48,1609979188,‘Incredible’ gene-editing result in mice inspires plans to treat premature-aging syndrome (Progeria) in children,favor,"['48-2', '48-15', '48-37']",48
90,1593392308,CRISPR Gene Editing in Human Embryos Wreaks Chromosome Mayhem Three studies showing large DNA deletions and reshuffling heighten safety concerns about heritable genome editing,none,[],90
95,1443961872,"This Week in Science: Gene-Edited Micropigs, Deflecting Asteroids, Trials to Cure Blindness, and So Much More",none,"['95-131', '95-161']",95
97,1653019745,Scientists Use Gene Editing to Create Mutant Cockroaches in Breakthrough,favor,"['97-2', '97-110']",97
104,1539270289,"Mouse pups with same-sex parents were just born in China, thanks to stem cells and gene editing. The mice with two mothers survived into adulthood and reproduced; the mice with two fathers died within 48 hours.",none,"['104-34', '104-69']",104
116,1552135753,Silicon Valley startups backed by celebrities like Bill Gates are using gene-editing tool Crispr to make meat without farms — and to disrupt a $200 billion industry,none,"['116-29', '116-43', '116-53', '116-61', '116-123', '116-128', '116-132']",116
117,1682613398,"mRNA is gene editing technology, not a vaccine.",none,"['117-47', '117-64', '117-68', '117-77', '117-104']",117
126,1634163844,mRNA vaccines aren’t gene editing and don’t alter your DNA,none,"['126-4', '126-49', '126-92']",126
146,1657581835,"Few humans are as feared as the rumored Furries, especially after humanity figured out gene-editing.",against,"['146-31', '146-106']",146
157,1731059232,Swiss researchers find unwanted CRISPR side effects,none,"['157-27', '157-30', '157-33', '157-58']",157
167,1605842676,"Revolutionary CRISPR-based genome editing system treatment destroys cancer cells: “This is not chemotherapy. There are no side effects, and a cancer cell treated in this way will never become active again.”",favor,"['167-31', '167-82', '167-133', '167-153', '167-203', '167-281', '167-286', '167-345']",167
168,1609637831,"New portable, smartphone-based, ultrasensitive saliva COVID-19 test with a 15 minute sample-to-answer time using CRISPR that does not require lab equipment. Viral RNA levels read by CRISPR were similar in saliva compared to nasal swab samples measured by RT-PCR.",none,"['168-2', '168-10', '168-66', '168-125', '168-126', '168-187', '168-238', '168-244', '168-341']",168
171,1592115194,Three people with inherited diseases successfully treated with CRISPR - Two people with beta thalassaemia and one with sickle cell disease no longer require blood transfusions,favor,"['171-2', '171-11', '171-12', '171-122', '171-148', '171-156', '171-178', '171-184', '171-186', '171-192', '171-207', '171-251', '171-280', '171-286', '171-287', '171-309', '171-339', '171-379']",171
175,1585488473,Newly developed enzymes allow the CRISPR–Cas9 genome-editing system to target a huge range of mutations in human cells — an advance that could lead to the development of CRISPR-based treatments for human disease.,favor,['175-2'],175
